set,part,row,col,x0,y0,x1,y1,cell_left,cell_right,cell_top,cell_bottom,refined_top,refined_right
20,2,2,1,194,432,343,581,191,344,430,582,430,344
20,2,2,2,373,432,522,581,371,523,430,582,430,523
20,2,2,3,555,432,704,581,552,705,430,582,430,705
20,2,2,4,734,432,883,581,732,884,430,582,430,884
20,2,2,5,910,432,1059,581,908,1060,430,582,430,1060
20,2,2,6,1095,432,1244,581,1093,1246,430,582,430,1245
20,2,2,7,1277,432,1426,581,1274,1427,430,582,430,1427
20,2,2,8,1457,432,1606,581,1454,1607,430,582,430,1607
20,2,2,9,1638,432,1787,581,1635,1788,430,582,430,1788
20,2,3,0,12,613,161,762,10,162,611,764,611,162
20,2,3,1,194,613,343,762,191,344,611,764,611,344
20,2,3,2,373,613,522,762,371,523,611,764,611,523
20,2,3,3,555,613,704,762,552,705,611,764,611,705
20,2,3,4,734,613,883,762,732,885,611,764,611,884
20,2,3,5,916,613,1065,762,913,1066,611,764,611,1066
20,2,3,6,1095,613,1244,762,1093,1246,611,764,611,1245
20,2,3,7,1277,613,1426,762,1274,1427,611,764,611,1427
20,2,3,8,1456,613,1605,762,1454,1607,611,764,611,1606
20,2,3,9,1638,613,1787,762,1635,1788,611,764,611,1788
20,2,4,0,12,794,161,943,10,162,792,945,792,162
20,2,4,1,197,794,346,943,194,347,792,945,792,347
20,2,4,2,373,794,522,943,371,523,792,945,792,523
20,2,4,3,555,794,704,943,552,705,792,945,792,705
20,2,4,4,734,794,883,943,732,885,792,945,792,884
20,2,4,5,916,794,1065,943,913,1066,792,945,792,1066
20,2,4,6,1095,794,1244,943,1093,1246,792,945,792,1245
20,2,4,7,1277,794,1426,943,1274,1427,792,945,792,1427
20,2,4,8,1457,794,1606,943,1454,1607,792,945,792,1607
20,2,4,9,1638,794,1787,943,1635,1788,792,945,792,1788
21,1,0,0,18,79,167,228,17,168,77,228,77,168
21,1,0,1,197,79,346,228,196,347,77,228,77,347
21,1,0,2,375,79,524,228,374,525,77,228,77,525
21,1,0,3,554,79,703,228,553,704,77,228,77,704
21,1,0,4,731,79,880,228,731,881,77,228,77,881
21,1,0,5,910,79,1059,228,910,1060,77,228,77,1060
21,1,0,6,1089,79,1238,228,1088,1239,77,228,77,1239
21,1,0,7,1268,79,1417,228,1267,1418,77,228,77,1418
21,1,0,8,1445,79,1594,228,1445,1596,77,228,77,1595
21,1,0,9,1624,79,1773,228,1624,1775,77,228,77,1774
21,1,1,0,18,259,167,408,17,168,256,407,257,168
21,1,1,1,197,258,346,407,196,347,256,407,256,347
21,1,1,2,375,258,524,407,374,525,256,407,256,525
21,1,1,3,554,258,703,407,553,704,256,407,256,704
21,1,1,4,731,258,880,407,731,881,256,407,256,881
21,1,1,5,910,258,1059,407,910,1060,256,407,256,1060
21,1,1,6,1088,258,1237,407,1088,1239,256,407,256,1238
21,1,1,7,1268,258,1417,407,1267,1418,256,407,256,1418
21,1,1,8,1445,259,1594,408,1445,1596,256,407,257,1595
21,1,1,9,1624,258,1773,407,1624,1775,256,407,256,1774
21,1,2,0,18,433,167,582,17,168,431,586,431,168
21,1,2,1,197,438,346,587,196,347,431,586,436,347
21,1,2,2,375,438,524,587,374,525,431,586,436,525
21,1,2,3,554,438,703,587,553,704,431,586,436,704
21,1,2,4,731,438,880,587,731,881,431,586,436,881
21,1,2,5,910,438,1059,587,910,1060,431,586,436,1060
21,1,2,6,1088,438,1237,587,1088,1239,431,586,436,1238
21,1,2,7,1268,438,1417,587,1267,1418,431,586,436,1418
21,1,2,8,1445,438,1594,587,1445,1596,431,586,436,1595
21,1,2,9,1624,438,1773,587,1624,1775,431,586,436,1774
21,1,3,0,18,617,167,766,17,168,614,766,615,168
21,1,3,1,197,617,346,766,196,347,614,766,615,347
21,1,3,2,375,616,524,765,374,525,614,766,614,525
21,1,3,3,554,616,703,765,553,704,614,766,614,704
21,1,3,4,731,617,880,766,731,881,614,766,615,881
21,1,3,5,910,617,1059,766,910,1060,614,766,615,1060
21,1,3,6,1089,616,1238,765,1088,1239,614,766,614,1239
21,1,3,7,1268,617,1417,766,1267,1418,614,766,615,1418
21,1,3,8,1445,616,1594,765,1445,1596,614,766,614,1595
21,1,3,9,1624,616,1773,765,1624,1775,614,766,614,1774
21,1,4,0,18,796,167,945,17,168,794,945,794,168
21,1,4,1,197,796,346,945,196,347,794,945,794,347
21,1,4,2,375,796,524,945,374,525,794,945,794,525
21,1,4,3,554,796,703,945,553,704,794,945,794,704
21,1,4,4,731,796,880,945,731,881,794,945,794,881
21,1,4,5,911,796,1060,945,911,1061,794,945,794,1061
21,1,4,6,1088,796,1237,945,1088,1239,794,945,794,1238
21,1,4,7,1268,796,1417,945,1267,1418,794,945,794,1418
21,1,4,8,1445,796,1594,945,1445,1596,794,945,794,1595
21,1,4,9,1624,796,1773,945,1624,1775,794,945,794,1774
21,2,0,0,18,79,167,228,17,168,77,228,77,168
21,2,0,1,197,79,346,228,196,347,77,228,77,347
21,2,0,2,375,79,524,228,374,525,77,228,77,525
21,2,0,3,554,79,703,228,553,704,77,228,77,704
21,2,0,4,731,79,880,228,731,881,77,228,77,881
21,2,0,5,911,79,1060,228,911,1061,77,228,77,1061
21,2,0,6,1089,79,1238,228,1088,1239,77,228,77,1239
21,2,0,7,1268,79,1417,228,1267,1418,77,228,77,1418
21,2,0,8,1445,79,1594,228,1445,1596,77,228,77,1595
21,2,0,9,1624,79,1773,228,1624,1775,77,228,77,1774
21,2,1,0,18,259,167,408,17,168,256,408,257,168
21,2,1,1,197,259,346,408,196,347,256,408,257,347
21,2,1,2,375,259,524,408,374,525,256,408,257,525
21,2,1,3,554,259,703,408,553,704,256,408,257,704
21,2,1,4,731,259,880,408,731,881,256,408,257,881
21,2,1,5,910,259,1059,408,910,1060,256,408,257,1060
21,2,1,6,1089,259,1238,408,1088,1239,256,408,257,1239
21,2,1,7,1268,259,1417,408,1267,1418,256,408,257,1418
21,2,1,8,1445,259,1594,408,1445,1596,256,408,257,1595
21,2,1,9,1624,259,1773,408,1624,1775,256,408,257,1774
21,2,2,0,18,438,167,587,17,168,436,586,436,168
21,2,2,1,197,438,346,587,196,347,436,586,436,347
21,2,2,2,375,438,524,587,374,525,436,586,436,525
21,2,2,3,554,438,703,587,553,704,436,586,436,704
21,2,2,4,731,438,880,587,731,881,436,586,436,881
21,2,2,5,910,438,1059,587,910,1061,436,586,436,1060
21,2,2,6,1088,438,1237,587,1088,1239,436,586,436,1238
21,2,2,7,1268,438,1417,587,1267,1418,436,586,436,1418
21,2,2,8,1445,438,1594,587,1445,1596,436,586,436,1595
21,2,2,9,1624,438,1773,587,1624,1775,436,586,436,1774
21,2,3,0,18,617,167,766,17,168,615,766,615,168
21,2,3,1,197,617,346,766,196,347,615,766,615,347
21,2,3,2,375,617,524,766,374,525,615,766,615,525
21,2,3,3,554,617,703,766,553,704,615,766,615,704
21,2,3,4,731,617,880,766,731,881,615,766,615,881
21,2,3,5,910,617,1059,766,910,1060,615,766,615,1060
21,2,3,6,1088,617,1237,766,1088,1239,615,766,615,1238
21,2,3,7,1268,617,1417,766,1267,1418,615,766,615,1418
21,2,3,8,1445,617,1594,766,1445,1596,615,766,615,1595
21,2,3,9,1624,617,1773,766,1624,1775,615,766,615,1774
21,2,4,0,18,796,167,945,17,168,794,945,794,168
21,2,4,1,197,796,346,945,196,347,794,945,794,347
21,2,4,2,375,796,524,945,374,525,794,945,794,525
21,2,4,3,554,796,703,945,553,704,794,945,794,704
21,2,4,4,731,796,880,945,731,881,794,945,794,881
21,2,4,5,910,796,1059,945,910,1060,794,945,794,1060
21,2,4,6,1089,796,1238,945,1088,1239,794,945,794,1239
21,2,4,7,1268,796,1417,945,1267,1418,794,945,794,1418
21,2,4,8,1445,796,1594,945,1445,1596,794,945,794,1595
21,2,4,9,1624,796,1773,945,1624,1775,794,945,794,1774
22,1,0,0,14,74,163,223,12,164,72,224,72,164
22,1,0,1,195,74,344,223,193,345,72,224,72,345
22,1,0,2,375,74,524,223,372,525,72,224,72,525
22,1,0,3,556,74,705,223,553,706,72,224,72,706
22,1,0,4,736,74,885,223,733,886,72,224,72,886
22,1,0,5,917,74,1066,223,914,1067,72,224,72,1067
22,1,0,6,1096,74,1245,223,1094,1246,72,224,72,1246
22,1,0,7,1277,74,1426,223,1275,1427,72,224,72,1427
22,1,0,8,1457,74,1606,223,1455,1607,72,224,72,1607
22,1,0,9,1638,74,1787,223,1636,1788,72,224,72,1788
22,1,1,0,14,255,163,404,12,164,253,405,253,164
22,1,1,1,195,255,344,404,193,345,253,405,253,345
22,1,1,2,375,255,524,404,372,525,253,405,253,525
22,1,1,3,556,255,705,404,553,706,253,405,253,706
22,1,1,4,736,255,885,404,733,886,253,405,253,886
22,1,1,5,917,255,1066,404,914,1067,253,405,253,1067
22,1,1,6,1096,255,1245,404,1094,1246,253,405,253,1246
22,1,1,7,1277,255,1426,404,1275,1427,253,405,253,1427
22,1,1,8,1457,255,1606,404,1455,1607,253,405,253,1607
22,1,1,9,1637,255,1786,404,1635,1787,253,405,253,1787
22,1,2,0,14,436,163,585,12,164,434,586,434,164
22,1,2,1,195,436,344,585,193,345,434,586,434,345
22,1,2,2,375,436,524,585,372,525,434,586,434,525
22,1,2,3,556,436,705,585,553,706,434,586,434,706
22,1,2,4,735,436,884,585,733,886,434,586,434,885
22,1,2,5,916,436,1065,585,914,1067,434,586,434,1066
22,1,2,6,1096,436,1245,585,1094,1246,434,586,434,1246
22,1,2,7,1277,436,1426,585,1275,1427,434,586,434,1427
22,1,2,8,1457,436,1606,585,1455,1607,434,586,434,1607
22,1,2,9,1638,436,1787,585,1636,1788,434,586,434,1788
22,1,3,0,14,617,163,766,12,164,615,767,615,164
22,1,3,1,195,617,344,766,193,345,615,767,615,345
22,1,3,2,375,617,524,766,372,525,615,767,615,525
22,1,3,3,556,617,705,766,553,706,615,767,615,706
22,1,3,4,736,617,885,766,733,886,615,767,615,886
22,1,3,5,917,617,1066,766,914,1067,615,767,615,1067
22,1,3,6,1096,617,1245,766,1094,1246,615,767,615,1246
22,1,3,7,1277,617,1426,766,1275,1427,615,767,615,1427
22,1,3,8,1457,617,1606,766,1455,1607,615,767,615,1607
22,1,3,9,1638,617,1787,766,1636,1788,615,767,615,1788
22,1,4,0,14,798,163,947,12,164,796,948,796,164
22,1,4,1,195,798,344,947,193,345,796,948,796,345
22,1,4,2,375,798,524,947,372,525,796,948,796,525
22,1,4,3,556,798,705,947,553,706,796,948,796,706
22,1,4,4,736,798,885,947,733,886,796,948,796,886
22,1,4,5,917,798,1066,947,914,1067,796,948,796,1067
22,1,4,6,1096,798,1245,947,1094,1246,796,948,796,1246
22,1,4,7,1277,798,1426,947,1275,1427,796,948,796,1427
22,1,4,8,1457,798,1606,947,1455,1607,796,948,796,1607
22,1,4,9,1638,798,1787,947,1636,1788,796,948,796,1788
22,2,0,0,14,75,163,224,12,164,72,225,73,164
22,2,0,1,195,75,344,224,193,345,72,225,73,345
22,2,0,2,375,75,524,224,372,525,72,225,73,525
22,2,0,3,556,75,705,224,553,706,72,225,73,706
22,2,0,4,736,75,885,224,733,886,72,225,73,886
22,2,0,5,917,75,1066,224,914,1067,72,225,73,1067
22,2,0,6,1096,75,1245,224,1094,1246,72,225,73,1246
22,2,0,7,1277,75,1426,224,1275,1427,72,225,73,1427
22,2,0,8,1457,75,1606,224,1455,1607,72,225,73,1607
22,2,0,9,1637,75,1786,224,1635,1787,72,225,73,1787
22,2,1,0,14,256,163,405,12,164,254,406,254,164
22,2,1,1,195,256,344,405,193,345,254,406,254,345
22,2,1,2,375,256,524,405,372,525,254,406,254,525
22,2,1,3,556,256,705,405,553,706,254,406,254,706
22,2,1,4,736,256,885,405,733,886,254,406,254,886
22,2,1,5,917,256,1066,405,914,1067,254,406,254,1067
22,2,1,6,1096,256,1245,405,1094,1246,254,406,254,1246
22,2,1,7,1277,256,1426,405,1275,1427,254,406,254,1427
22,2,1,8,1457,256,1606,405,1455,1607,254,406,254,1607
22,2,1,9,1638,256,1787,405,1636,1788,254,406,254,1788
22,2,2,0,14,437,163,586,12,164,435,587,435,164
22,2,2,1,195,437,344,586,193,345,435,587,435,345
22,2,2,2,375,437,524,586,372,525,435,587,435,525
22,2,2,3,556,437,705,586,553,706,435,587,435,706
22,2,2,4,736,437,885,586,733,886,435,587,435,886
22,2,2,5,917,437,1066,586,914,1067,435,587,435,1067
22,2,2,6,1096,437,1245,586,1094,1246,435,587,435,1246
22,2,2,7,1277,437,1426,586,1275,1427,435,587,435,1427
22,2,2,8,1457,437,1606,586,1455,1607,435,587,435,1607
22,2,2,9,1638,437,1787,586,1636,1788,435,587,435,1788
22,2,3,0,14,618,163,767,12,164,616,768,616,164
22,2,3,1,195,618,344,767,193,345,616,768,616,345
22,2,3,2,375,618,524,767,372,525,616,768,616,525
22,2,3,3,556,618,705,767,553,706,616,768,616,706
22,2,3,4,736,618,885,767,733,886,616,768,616,886
22,2,3,5,917,618,1066,767,915,1067,616,768,616,1067
22,2,3,6,1096,618,1245,767,1094,1246,616,768,616,1246
22,2,3,7,1277,618,1426,767,1275,1427,616,768,616,1427
22,2,3,8,1457,618,1606,767,1455,1607,616,768,616,1607
22,2,3,9,1637,618,1786,767,1635,1787,616,768,616,1787
22,2,4,0,14,799,163,948,12,164,797,949,797,164
22,2,4,1,195,799,344,948,193,345,797,949,797,345
22,2,4,2,375,799,524,948,372,525,797,949,797,525
22,2,4,3,556,799,705,948,553,706,797,949,797,706
22,2,4,4,736,799,885,948,733,886,797,949,797,886
22,2,4,5,917,799,1066,948,914,1067,797,949,797,1067
22,2,4,6,1096,799,1245,948,1094,1246,797,949,797,1246
22,2,4,7,1277,799,1426,948,1275,1427,797,949,797,1427
22,2,4,8,1457,799,1606,948,1455,1607,797,949,797,1607
22,2,4,9,1638,799,1787,948,1636,1788,797,949,797,1788
23,1,0,0,13,68,162,217,11,163,65,218,66,163
23,1,0,1,195,68,344,217,192,345,65,218,66,345
23,1,0,2,374,67,523,216,372,525,65,218,65,524
23,1,0,3,556,68,705,217,553,706,65,218,66,706
23,1,0,4,736,68,885,217,733,886,65,218,66,886
23,1,0,5,917,68,1066,217,914,1067,65,218,66,1067
23,1,0,6,1097,68,1246,217,1094,1247,65,218,66,1247
23,1,0,7,1278,68,1427,217,1275,1428,65,218,66,1428
23,1,0,8,1458,67,1607,216,1455,1608,65,218,65,1608
23,1,0,9,1638,68,1787,217,1636,1789,65,218,66,1788
23,1,1,0,13,249,162,398,11,163,246,399,247,163
23,1,1,1,194,249,343,398,192,345,246,399,247,344
23,1,1,2,374,249,523,398,372,524,246,399,247,524
23,1,1,3,556,249,705,398,553,706,246,399,247,706
23,1,1,4,736,249,885,398,733,886,246,399,247,886
23,1,1,5,917,249,1066,398,914,1067,246,399,247,1067
23,1,1,6,1097,249,1246,398,1094,1247,246,399,247,1247
23,1,1,7,1278,249,1427,398,1275,1428,246,399,247,1428
23,1,1,8,1458,249,1607,398,1455,1608,246,399,247,1608
23,1,1,9,1638,249,1787,398,1636,1789,246,399,247,1788
23,1,2,0,13,430,162,579,11,163,428,580,428,163
23,1,2,1,195,430,344,579,192,345,428,580,428,345
23,1,2,2,374,430,523,579,372,525,428,580,428,524
23,1,2,3,555,430,704,579,553,706,428,580,428,705
23,1,2,4,736,430,885,579,733,886,428,580,428,886
23,1,2,5,917,430,1066,579,914,1067,428,580,428,1067
23,1,2,6,1097,430,1246,579,1094,1247,428,580,428,1247
23,1,2,7,1277,430,1426,579,1275,1428,428,580,428,1427
23,1,2,8,1458,430,1607,579,1455,1608,428,580,428,1608
23,1,2,9,1638,430,1787,579,1636,1789,428,580,428,1788
23,1,3,0,13,611,162,760,11,163,609,761,609,163
23,1,3,1,195,611,344,760,192,345,609,761,609,345
23,1,3,2,374,611,523,760,372,524,609,761,609,524
23,1,3,3,556,611,705,760,553,706,609,761,609,706
23,1,3,4,736,611,885,760,733,886,609,761,609,886
23,1,3,5,917,611,1066,760,914,1067,609,761,609,1067
23,1,3,6,1097,611,1246,760,1094,1247,609,761,609,1247
23,1,3,7,1278,611,1427,760,1275,1428,609,761,609,1428
23,1,3,8,1458,611,1607,760,1455,1608,609,761,609,1608
23,1,3,9,1638,611,1787,760,1636,1789,609,761,609,1788
23,1,4,0,13,792,162,941,11,163,790,943,790,163
23,1,4,1,195,792,344,941,192,345,790,943,790,345
23,1,4,2,374,792,523,941,372,525,790,943,790,524
23,1,4,3,556,792,705,941,553,706,790,943,790,706
23,1,4,4,736,792,885,941,733,886,790,943,790,886
23,1,4,5,917,792,1066,941,914,1067,790,943,790,1067
23,1,4,6,1097,792,1246,941,1094,1247,790,943,790,1247
23,1,4,7,1278,792,1427,941,1275,1428,790,943,790,1428
23,1,4,8,1458,792,1607,941,1455,1608,790,943,790,1608
23,1,4,9,1638,792,1787,941,1636,1789,790,943,790,1788
23,2,0,0,13,67,162,216,11,163,65,218,65,163
23,2,0,1,195,67,344,216,192,345,65,218,65,345
23,2,0,2,374,67,523,216,372,525,65,218,65,524
23,2,0,3,556,67,705,216,553,706,65,218,65,706
23,2,0,4,736,67,885,216,733,886,65,218,65,886
23,2,0,5,917,67,1066,216,914,1067,65,218,65,1067
23,2,0,6,1097,67,1246,216,1094,1247,65,218,65,1247
23,2,0,7,1278,67,1427,216,1275,1428,65,218,65,1428
23,2,0,8,1458,67,1607,216,1455,1608,65,218,65,1608
23,2,0,9,1638,67,1787,216,1636,1789,65,218,65,1788
23,2,1,0,13,248,162,397,11,163,246,399,246,163
23,2,1,1,195,248,344,397,192,345,246,399,246,345
23,2,1,2,374,248,523,397,372,524,246,399,246,524
23,2,1,3,556,249,705,398,553,706,246,399,247,706
23,2,1,4,736,249,885,398,733,886,246,399,247,886
23,2,1,5,917,248,1066,397,914,1067,246,399,246,1067
23,2,1,6,1097,248,1246,397,1094,1247,246,399,246,1247
23,2,1,7,1278,248,1427,397,1275,1428,246,399,246,1428
23,2,1,8,1458,248,1607,397,1455,1608,246,399,246,1608
23,2,1,9,1638,248,1787,397,1636,1789,246,399,246,1788
23,2,2,0,13,430,162,579,11,163,427,580,428,163
23,2,2,1,195,430,344,579,192,345,427,580,428,345
23,2,2,2,374,430,523,579,372,525,427,580,428,524
23,2,2,3,556,430,705,579,553,706,427,580,428,706
23,2,2,4,736,430,885,579,733,886,427,580,428,886
23,2,2,5,917,430,1066,579,914,1067,427,580,428,1067
23,2,2,6,1097,430,1246,579,1094,1247,427,580,428,1247
23,2,2,7,1278,430,1427,579,1275,1428,427,580,428,1428
23,2,2,8,1458,430,1607,579,1455,1608,427,580,428,1608
23,2,2,9,1639,430,1788,579,1636,1789,427,580,428,1789
23,2,3,0,13,611,162,760,11,163,609,761,609,163
23,2,3,1,195,611,344,760,192,345,609,761,609,345
23,2,3,2,374,611,523,760,372,525,609,761,609,524
23,2,3,3,556,611,705,760,553,706,609,761,609,706
23,2,3,4,736,611,885,760,733,886,609,761,609,886
23,2,3,5,917,611,1066,760,915,1067,609,761,609,1067
23,2,3,6,1097,611,1246,760,1094,1247,609,761,609,1247
23,2,3,7,1278,611,1427,760,1275,1428,609,761,609,1428
23,2,3,8,1458,611,1607,760,1455,1608,609,761,609,1608
23,2,3,9,1638,611,1787,760,1636,1789,609,761,609,1788
23,2,4,0,13,792,162,941,11,163,790,943,790,163
23,2,4,1,195,792,344,941,192,345,790,943,790,345
23,2,4,2,374,792,523,941,372,524,790,943,790,524
23,2,4,3,556,792,705,941,553,706,790,943,790,706
23,2,4,4,736,792,885,941,733,886,790,943,790,886
23,2,4,5,917,792,1066,941,914,1067,790,943,790,1067
23,2,4,6,1097,792,1246,941,1094,1247,790,943,790,1247
23,2,4,7,1278,792,1427,941,1275,1428,790,943,790,1428
23,2,4,8,1458,792,1607,941,1455,1608,790,943,790,1608
23,2,4,9,1638,792,1787,941,1636,1789,790,943,790,1788
24,1,0,0,13,72,162,221,11,163,70,222,70,163
24,1,0,1,193,72,342,221,191,343,70,222,70,343
24,1,0,2,373,72,522,221,371,523,70,222,70,523
24,1,0,3,554,72,703,221,552,704,70,222,70,704
24,1,0,4,733,72,882,221,731,883,70,222,70,883
24,1,0,5,914,72,1063,221,912,1064,70,222,70,1064
24,1,0,6,1094,72,1243,221,1092,1244,70,222,70,1244
24,1,0,7,1275,72,1424,221,1272,1425,70,222,70,1425
24,1,0,8,1454,72,1603,221,1452,1604,70,222,70,1604
24,1,0,9,1635,72,1784,221,1633,1785,70,222,70,1785
24,1,1,0,13,253,162,402,11,163,251,403,251,163
24,1,1,1,193,253,342,402,191,343,251,403,251,343
24,1,1,2,373,253,522,402,371,523,251,403,251,523
24,1,1,3,554,253,703,402,552,704,251,403,251,704
24,1,1,4,733,253,882,402,731,883,251,403,251,883
24,1,1,5,914,253,1063,402,912,1064,251,403,251,1064
24,1,1,6,1094,253,1243,402,1092,1244,251,403,251,1244
24,1,1,7,1275,253,1424,402,1272,1425,251,403,251,1425
24,1,1,8,1454,253,1603,402,1452,1604,251,403,251,1604
24,1,1,9,1635,253,1784,402,1633,1785,251,403,251,1785
24,1,2,0,13,434,162,583,11,163,432,584,432,163
24,1,2,1,193,434,342,583,191,343,432,584,432,343
24,1,2,2,373,434,522,583,371,523,432,584,432,523
24,1,2,3,554,434,703,583,552,704,432,584,432,704
24,1,2,4,733,434,882,583,731,883,432,584,432,883
24,1,2,5,914,434,1063,583,912,1064,432,584,432,1064
24,1,2,6,1094,434,1243,583,1092,1244,432,584,432,1244
24,1,2,7,1275,434,1424,583,1272,1425,432,584,432,1425
24,1,2,8,1454,434,1603,583,1452,1604,432,584,432,1604
24,1,2,9,1635,434,1784,583,1633,1785,432,584,432,1785
24,1,3,0,13,614,162,763,11,163,612,765,612,163
24,1,3,1,193,614,342,763,191,343,612,765,612,343
24,1,3,2,373,614,522,763,371,523,612,765,612,523
24,1,3,3,554,614,703,763,552,704,612,765,612,704
24,1,3,4,733,614,882,763,731,883,612,765,612,883
24,1,3,5,914,614,1063,763,912,1064,612,765,612,1064
24,1,3,6,1094,614,1243,763,1092,1244,612,765,612,1244
24,1,3,7,1275,614,1424,763,1272,1425,612,765,612,1425
24,1,3,8,1454,614,1603,763,1452,1604,612,765,612,1604
24,1,3,9,1635,614,1784,763,1633,1785,612,765,612,1785
24,1,4,0,13,795,162,944,11,163,793,946,793,163
24,1,4,1,193,795,342,944,191,343,793,946,793,343
24,1,4,2,373,795,522,944,371,523,793,946,793,523
24,1,4,3,554,795,703,944,552,704,793,946,793,704
24,1,4,4,733,795,882,944,731,883,793,946,793,883
24,1,4,5,914,795,1063,944,912,1064,793,946,793,1064
24,1,4,6,1094,795,1243,944,1092,1244,793,946,793,1244
24,1,4,7,1275,795,1424,944,1272,1425,793,946,793,1425
24,1,4,8,1454,795,1603,944,1452,1604,793,946,793,1604
24,1,4,9,1635,795,1784,944,1633,1785,793,946,793,1785
24,2,0,0,13,71,162,220,11,163,69,221,69,163
24,2,0,1,193,71,342,220,191,343,69,221,69,343
24,2,0,2,373,71,522,220,371,523,69,221,69,523
24,2,0,3,554,71,703,220,552,704,69,221,69,704
24,2,0,4,733,71,882,220,731,883,69,221,69,883
24,2,0,5,914,71,1063,220,912,1064,69,221,69,1064
24,2,0,6,1094,71,1243,220,1092,1244,69,221,69,1244
24,2,0,7,1275,71,1424,220,1272,1425,69,221,69,1425
24,2,0,8,1454,71,1603,220,1452,1604,69,221,69,1604
24,2,0,9,1635,71,1784,220,1633,1785,69,221,69,1785
24,2,1,0,13,252,162,401,11,163,250,402,250,163
24,2,1,1,193,252,342,401,191,343,250,402,250,343
24,2,1,2,373,252,522,401,371,523,250,402,250,523
24,2,1,3,554,252,703,401,552,704,250,402,250,704
24,2,1,4,733,252,882,401,731,883,250,402,250,883
24,2,1,5,914,252,1063,401,912,1064,250,402,250,1064
24,2,1,6,1094,252,1243,401,1092,1244,250,402,250,1244
24,2,1,7,1275,252,1424,401,1272,1425,250,402,250,1425
24,2,1,8,1454,252,1603,401,1452,1604,250,402,250,1604
24,2,1,9,1635,252,1784,401,1633,1785,250,402,250,1785
24,2,2,0,13,433,162,582,11,163,431,583,431,163
24,2,2,1,193,433,342,582,191,343,431,583,431,343
24,2,2,2,373,433,522,582,371,523,431,583,431,523
24,2,2,3,554,433,703,582,552,704,431,583,431,704
24,2,2,4,733,433,882,582,731,883,431,583,431,883
24,2,2,5,914,433,1063,582,912,1064,431,583,431,1064
24,2,2,6,1094,433,1243,582,1092,1244,431,583,431,1244
24,2,2,7,1275,433,1424,582,1272,1425,431,583,431,1425
24,2,2,8,1454,433,1603,582,1452,1604,431,583,431,1604
24,2,2,9,1635,433,1784,582,1633,1785,431,583,431,1785
24,2,3,0,13,614,162,763,11,163,612,764,612,163
24,2,3,1,193,614,342,763,191,343,612,764,612,343
24,2,3,2,373,614,522,763,371,523,612,764,612,523
24,2,3,3,554,614,703,763,552,704,612,764,612,704
24,2,3,4,733,614,882,763,731,883,612,764,612,883
24,2,3,5,914,614,1063,763,912,1064,612,764,612,1064
24,2,3,6,1094,614,1243,763,1092,1244,612,764,612,1244
24,2,3,7,1275,614,1424,763,1272,1425,612,764,612,1425
24,2,3,8,1454,614,1603,763,1452,1604,612,764,612,1604
24,2,3,9,1635,614,1784,763,1633,1785,612,764,612,1785
24,2,4,0,13,795,162,944,11,163,792,945,793,163
24,2,4,1,193,795,342,944,191,343,792,945,793,343
24,2,4,2,373,795,522,944,371,523,792,945,793,523
24,2,4,3,554,795,703,944,552,704,792,945,793,704
24,2,4,4,733,795,882,944,731,883,792,945,793,883
24,2,4,5,914,795,1063,944,912,1064,792,945,793,1064
24,2,4,6,1094,795,1243,944,1092,1244,792,945,793,1244
24,2,4,7,1275,795,1424,944,1272,1425,792,945,793,1425
24,2,4,8,1454,795,1603,944,1452,1604,792,945,793,1604
24,2,4,9,1635,795,1784,944,1633,1785,792,945,793,1785
25,1,0,0,18,73,167,222,18,169,71,222,71,168
25,1,0,1,198,73,347,222,197,348,71,222,71,348
25,1,0,2,377,73,526,222,376,527,71,222,71,527
25,1,0,3,557,73,706,222,556,707,71,222,71,707
25,1,0,4,735,73,884,222,734,885,71,222,71,885
25,1,0,5,915,73,1064,222,914,1065,71,222,71,1065
25,1,0,6,1093,73,1242,222,1092,1243,71,222,71,1243
25,1,0,7,1273,73,1422,222,1272,1423,71,222,71,1423
25,1,0,8,1451,73,1600,222,1450,1601,71,222,71,1601
25,1,0,9,1631,73,1780,222,1630,1781,71,222,71,1781
25,1,1,0,19,253,168,402,18,169,251,402,251,169
25,1,1,1,198,253,347,402,197,348,251,402,251,348
25,1,1,2,377,253,526,402,376,527,251,402,251,527
25,1,1,3,557,253,706,402,556,707,251,402,251,707
25,1,1,4,735,253,884,402,734,885,251,402,251,885
25,1,1,5,915,253,1064,402,914,1065,251,402,251,1065
25,1,1,6,1093,253,1242,402,1092,1243,251,402,251,1243
25,1,1,7,1273,253,1422,402,1272,1423,251,402,251,1423
25,1,1,8,1451,253,1600,402,1450,1601,251,402,251,1601
25,1,1,9,1631,253,1780,402,1630,1781,251,402,251,1781
25,1,2,0,19,432,168,581,18,169,430,582,430,169
25,1,2,1,198,432,347,581,197,348,430,582,430,348
25,1,2,2,377,432,526,581,376,527,430,582,430,527
25,1,2,3,557,432,706,581,556,707,430,582,430,707
25,1,2,4,735,432,884,581,734,885,430,582,430,885
25,1,2,5,915,432,1064,581,914,1065,430,582,430,1065
25,1,2,6,1093,432,1242,581,1092,1243,430,582,430,1243
25,1,2,7,1273,432,1422,581,1272,1423,430,582,430,1423
25,1,2,8,1451,432,1600,581,1450,1601,430,582,430,1601
25,1,2,9,1631,432,1780,581,1630,1781,430,582,430,1781
25,1,3,0,19,612,168,761,18,169,610,761,610,169
