set,part,row,col,x0,y0,x1,y1,cell_left,cell_right,cell_top,cell_bottom,refined_top,refined_right
11,1,2,7,1276,434,1425,583,1273,1426,432,585,432,1426
11,1,2,8,1456,434,1605,583,1453,1606,432,585,432,1606
11,1,2,9,1637,434,1786,583,1635,1787,432,585,432,1787
11,1,3,0,10,616,159,765,8,160,614,766,614,160
11,1,3,1,191,616,340,765,189,341,614,766,614,341
11,1,3,2,371,616,520,765,369,521,614,766,614,521
11,1,3,3,553,616,702,765,550,703,614,766,614,703
11,1,3,4,733,616,882,765,730,883,614,766,614,883
11,1,3,5,914,616,1063,765,912,1064,614,766,614,1064
11,1,3,6,1094,616,1243,765,1092,1244,614,766,614,1244
11,1,3,7,1276,616,1425,765,1273,1426,614,766,614,1426
11,1,3,8,1456,616,1605,765,1453,1606,614,766,614,1606
11,1,3,9,1637,616,1786,765,1635,1787,614,766,614,1787
11,1,4,0,10,797,159,946,8,160,795,948,795,160
11,1,4,1,191,797,340,946,189,341,795,948,795,341
11,1,4,2,371,797,520,946,369,521,795,948,795,521
11,1,4,3,553,797,702,946,550,703,795,948,795,703
11,1,4,4,733,797,882,946,730,883,795,948,795,883
11,1,4,5,914,797,1063,946,912,1064,795,948,795,1064
11,1,4,6,1094,797,1243,946,1092,1244,795,948,795,1244
11,1,4,7,1276,797,1425,946,1273,1426,795,948,795,1426
11,1,4,8,1456,797,1605,946,1453,1606,795,948,795,1606
11,1,4,9,1637,797,1786,946,1635,1787,795,948,795,1787
11,2,0,0,14,72,163,221,11,164,70,223,70,164
11,2,0,1,195,72,344,221,192,345,70,223,70,345
11,2,0,2,375,72,524,221,372,525,70,223,70,525
11,2,0,3,556,72,705,221,554,707,70,223,70,706
11,2,0,4,737,72,886,221,734,887,70,223,70,887
11,2,0,5,918,72,1067,221,915,1068,70,223,70,1068
11,2,0,6,1098,72,1247,221,1095,1248,70,223,70,1248
11,2,0,7,1279,72,1428,221,1277,1429,70,223,70,1429
11,2,0,8,1459,72,1608,221,1457,1609,70,223,70,1609
11,2,0,9,1641,72,1790,221,1638,1791,70,223,70,1791
11,2,1,0,14,253,163,402,11,164,251,404,251,164
11,2,1,1,195,253,344,402,192,345,251,404,251,345
11,2,1,2,375,253,524,402,372,525,251,404,251,525
11,2,1,3,556,253,705,402,554,707,251,404,251,706
11,2,1,4,737,253,886,402,734,887,251,404,251,887
11,2,1,5,918,253,1067,402,915,1068,251,404,251,1068
11,2,1,6,1098,253,1247,402,1095,1248,251,404,251,1248
11,2,1,7,1279,253,1428,402,1277,1429,251,404,251,1429
11,2,1,8,1459,253,1608,402,1457,1609,251,404,251,1609
11,2,1,9,1641,253,1790,402,1638,1791,251,404,251,1791
11,2,2,0,14,435,163,584,11,164,433,585,433,164
11,2,2,1,195,435,344,584,192,345,433,585,433,345
11,2,2,2,375,435,524,584,372,525,433,585,433,525
11,2,2,3,556,435,705,584,554,707,433,585,433,706
11,2,2,4,737,435,886,584,734,887,433,585,433,887
11,2,2,5,918,435,1067,584,915,1068,433,585,433,1068
11,2,2,6,1098,435,1247,584,1095,1248,433,585,433,1248
11,2,2,7,1279,435,1428,584,1277,1429,433,585,433,1429
11,2,2,8,1459,435,1608,584,1457,1609,433,585,433,1609
11,2,2,9,1641,435,1790,584,1638,1791,433,585,433,1791
11,2,3,0,14,616,163,765,11,164,614,767,614,164
11,2,3,1,195,616,344,765,192,345,614,767,614,345
11,2,3,2,375,616,524,765,372,525,614,767,614,525
11,2,3,3,556,616,705,765,554,707,614,767,614,706
11,2,3,4,737,616,886,765,734,887,614,767,614,887
11,2,3,5,918,616,1067,765,915,1068,614,767,614,1068
11,2,3,6,1098,616,1247,765,1095,1248,614,767,614,1248
11,2,3,7,1279,616,1428,765,1277,1429,614,767,614,1429
11,2,3,8,1459,616,1608,765,1457,1609,614,767,614,1609
11,2,3,9,1641,616,1790,765,1638,1791,614,767,614,1791
11,2,4,0,14,798,163,947,11,164,796,948,796,164
11,2,4,1,195,798,344,947,192,345,796,948,796,345
11,2,4,2,375,798,524,947,372,525,796,948,796,525
11,2,4,3,556,798,705,947,554,707,796,948,796,706
11,2,4,4,737,798,886,947,734,887,796,948,796,887
11,2,4,5,918,798,1067,947,915,1068,796,948,796,1068
11,2,4,6,1098,798,1247,947,1095,1248,796,948,796,1248
11,2,4,7,1279,798,1428,947,1277,1429,796,948,796,1429
11,2,4,8,1459,798,1608,947,1457,1609,796,948,796,1609
11,2,4,9,1641,798,1790,947,1638,1791,796,948,796,1791
12,1,0,0,10,59,159,208,8,160,57,210,57,160
12,1,0,1,192,59,341,208,189,342,57,210,57,342
12,1,0,2,373,59,522,208,370,523,57,210,57,523
12,1,0,3,554,59,703,208,551,705,57,210,57,704
12,1,0,4,735,59,884,208,732,885,57,210,57,885
12,1,0,5,917,59,1066,208,914,1067,57,210,57,1067
12,1,0,6,1098,59,1247,208,1094,1248,57,210,57,1248
12,1,0,7,1279,59,1428,208,1276,1429,57,210,57,1429
12,1,0,8,1459,59,1608,208,1457,1610,57,210,57,1609
12,1,0,9,1641,59,1790,208,1639,1791,57,210,57,1791
12,1,1,0,10,241,159,390,8,160,238,392,239,160
12,1,1,1,192,241,341,390,189,342,238,392,239,342
12,1,1,2,373,241,522,390,370,523,238,392,239,523
12,1,1,3,554,241,703,390,551,704,238,392,239,704
12,1,1,4,735,241,884,390,732,885,238,392,239,885
12,1,1,5,917,241,1066,390,914,1067,238,392,239,1067
12,1,1,6,1097,241,1246,390,1094,1248,238,392,239,1247
12,1,1,7,1279,241,1428,390,1276,1429,238,392,239,1429
12,1,1,8,1460,241,1609,390,1457,1610,238,392,239,1610
12,1,1,9,1641,241,1790,390,1639,1791,238,392,239,1791
12,1,2,0,10,422,159,571,8,160,420,574,420,160
12,1,2,1,192,422,341,571,189,342,420,574,420,342
12,1,2,2,373,422,522,571,370,523,420,574,420,523
12,1,2,3,554,422,703,571,551,705,420,574,420,704
12,1,2,4,735,422,884,571,732,885,420,574,420,885
12,1,2,5,917,422,1066,571,914,1067,420,574,420,1067
12,1,2,6,1097,422,1246,571,1094,1248,420,574,420,1247
12,1,2,7,1279,422,1428,571,1276,1429,420,574,420,1429
12,1,2,8,1459,422,1608,571,1457,1610,420,574,420,1609
12,1,2,9,1641,422,1790,571,1639,1791,420,574,420,1791
12,1,3,0,10,604,159,753,8,160,602,756,602,160
12,1,3,1,192,604,341,753,189,342,602,756,602,342
12,1,3,2,373,604,522,753,370,523,602,756,602,523
12,1,3,3,554,604,703,753,551,705,602,756,602,704
12,1,3,4,735,604,884,753,732,885,602,756,602,885
12,1,3,5,917,604,1066,753,914,1067,602,756,602,1067
12,1,3,6,1097,604,1246,753,1094,1248,602,756,602,1247
12,1,3,7,1279,604,1428,753,1276,1429,602,756,602,1429
12,1,3,8,1459,604,1608,753,1457,1610,602,756,602,1609
12,1,3,9,1641,604,1790,753,1639,1791,602,756,602,1791
12,1,4,0,10,786,159,935,8,160,784,937,784,160
12,1,4,1,192,786,341,935,189,342,784,937,784,342
12,1,4,2,373,786,522,935,370,523,784,937,784,523
12,1,4,3,554,786,703,935,551,704,784,937,784,704
12,1,4,4,735,786,884,935,732,885,784,937,784,885
12,1,4,5,917,786,1066,935,914,1067,784,937,784,1067
12,1,4,6,1097,786,1246,935,1094,1248,784,937,784,1247
12,1,4,7,1279,786,1428,935,1276,1429,784,937,784,1429
12,1,4,8,1460,786,1609,935,1457,1610,784,937,784,1610
12,1,4,9,1641,786,1790,935,1639,1791,784,937,784,1791
12,2,0,0,10,59,159,208,8,160,56,210,57,160
12,2,0,1,192,59,341,208,189,342,56,210,57,342
12,2,0,2,373,59,522,208,370,523,56,210,57,523
12,2,0,3,554,59,703,208,551,705,56,210,57,704
12,2,0,4,735,59,884,208,732,885,56,210,57,885
12,2,0,5,917,59,1066,208,914,1067,56,210,57,1067
12,2,0,6,1097,59,1246,208,1094,1248,56,210,57,1247
12,2,0,7,1279,59,1428,208,1276,1429,56,210,57,1429
12,2,0,8,1460,59,1609,208,1457,1610,56,210,57,1610
12,2,0,9,1641,59,1790,208,1639,1791,56,210,57,1791
12,2,1,0,10,240,159,389,8,160,238,391,238,160
12,2,1,1,192,240,341,389,189,342,238,391,238,342
12,2,1,2,373,240,522,389,370,523,238,391,238,523
12,2,1,3,554,240,703,389,551,704,238,391,238,704
12,2,1,4,735,240,884,389,732,885,238,391,238,885
12,2,1,5,917,240,1066,389,914,1067,238,391,238,1067
12,2,1,6,1097,240,1246,389,1094,1248,238,391,238,1247
12,2,1,7,1279,240,1428,389,1276,1429,238,391,238,1429
12,2,1,8,1459,240,1608,389,1457,1610,238,391,238,1609
12,2,1,9,1641,240,1790,389,1639,1791,238,391,238,1791
12,2,2,0,10,422,159,571,8,160,420,573,420,160
12,2,2,1,192,422,341,571,189,342,420,573,420,342
12,2,2,2,373,422,522,571,370,523,420,573,420,523
12,2,2,3,554,422,703,571,551,705,420,573,420,704
12,2,2,4,735,422,884,571,732,885,420,573,420,885
12,2,2,5,917,422,1066,571,914,1067,420,573,420,1067
12,2,2,6,1097,422,1246,571,1094,1248,420,573,420,1247
12,2,2,7,1279,422,1428,571,1276,1429,420,573,420,1429
12,2,2,8,1459,422,1608,571,1457,1610,420,573,420,1609
12,2,2,9,1641,422,1790,571,1639,1791,420,573,420,1791
12,2,3,0,10,604,159,753,8,160,602,755,602,160
12,2,3,1,192,604,341,753,189,342,602,755,602,342
12,2,3,2,373,604,522,753,370,523,602,755,602,523
12,2,3,3,554,604,703,753,551,705,602,755,602,704
12,2,3,4,735,604,884,753,732,885,602,755,602,885
12,2,3,5,917,604,1066,753,914,1067,602,755,602,1067
12,2,3,6,1097,604,1246,753,1094,1248,602,755,602,1247
12,2,3,7,1279,604,1428,753,1276,1429,602,755,602,1429
12,2,3,8,1459,604,1608,753,1457,1610,602,755,602,1609
12,2,3,9,1641,604,1790,753,1639,1791,602,755,602,1791
12,2,4,0,10,786,159,935,8,160,784,937,784,160
12,2,4,1,192,786,341,935,189,342,784,937,784,342
12,2,4,2,373,786,522,935,370,523,784,937,784,523
12,2,4,3,554,786,703,935,551,704,784,937,784,704
12,2,4,4,735,786,884,935,732,885,784,937,784,885
12,2,4,5,917,786,1066,935,914,1068,784,937,784,1067
12,2,4,6,1097,786,1246,935,1094,1248,784,937,784,1247
12,2,4,7,1279,786,1428,935,1276,1429,784,937,784,1429
12,2,4,8,1460,786,1609,935,1457,1610,784,937,784,1610
12,2,4,9,1641,786,1790,935,1639,1791,784,937,784,1791
13,1,0,0,12,72,161,221,10,162,70,222,70,162
13,1,0,1,193,72,342,221,191,343,70,222,70,343
13,1,0,2,373,72,522,221,371,523,70,222,70,523
13,1,0,3,555,72,704,221,552,705,70,222,70,705
13,1,0,4,735,72,884,221,732,885,70,222,70,885
13,1,0,5,916,72,1065,221,913,1066,70,222,70,1066
13,1,0,6,1096,72,1245,221,1093,1246,70,222,70,1246
13,1,0,7,1277,72,1426,221,1275,1427,70,222,70,1427
13,1,0,8,1457,72,1606,221,1455,1607,70,222,70,1607
13,1,0,9,1638,72,1787,221,1636,1788,70,222,70,1788
13,1,1,0,12,253,161,402,10,162,251,404,251,162
13,1,1,1,193,253,342,402,191,343,251,404,251,343
13,1,1,2,373,253,522,402,371,523,251,404,251,523
13,1,1,3,555,253,704,402,552,705,251,404,251,705
13,1,1,4,735,253,884,402,732,885,251,404,251,885
13,1,1,5,916,253,1065,402,913,1066,251,404,251,1066
13,1,1,6,1096,253,1245,402,1093,1246,251,404,251,1246
13,1,1,7,1277,253,1426,402,1275,1427,251,404,251,1427
13,1,1,8,1457,253,1606,402,1454,1607,251,404,251,1607
13,1,1,9,1638,253,1787,402,1636,1788,251,404,251,1788
13,1,2,0,12,434,161,583,10,162,432,585,432,162
13,1,2,1,193,434,342,583,191,343,432,585,432,343
13,1,2,2,373,434,522,583,371,523,432,585,432,523
13,1,2,3,555,434,704,583,552,705,432,585,432,705
13,1,2,4,735,434,884,583,732,885,432,585,432,885
13,1,2,5,916,434,1065,583,913,1066,432,585,432,1066
13,1,2,6,1096,434,1245,583,1093,1246,432,585,432,1246
13,1,2,7,1277,434,1426,583,1275,1427,432,585,432,1427
13,1,2,8,1457,434,1606,583,1455,1607,432,585,432,1607
13,1,2,9,1638,434,1787,583,1636,1788,432,585,432,1788
13,1,3,0,12,616,161,765,10,162,614,766,614,162
13,1,3,1,193,616,342,765,191,343,614,766,614,343
13,1,3,2,373,616,522,765,371,523,614,766,614,523
13,1,3,3,555,616,704,765,552,705,614,766,614,705
13,1,3,4,735,616,884,765,732,885,614,766,614,885
13,1,3,5,916,616,1065,765,913,1066,614,766,614,1066
13,1,3,6,1096,616,1245,765,1093,1246,614,766,614,1246
13,1,3,7,1277,616,1426,765,1275,1427,614,766,614,1427
13,1,3,8,1457,616,1606,765,1455,1607,614,766,614,1607
13,1,3,9,1638,616,1787,765,1636,1788,614,766,614,1788
13,1,4,0,12,797,161,946,10,162,795,947,795,162
13,1,4,1,193,797,342,946,191,343,795,947,795,343
13,1,4,2,373,797,522,946,371,523,795,947,795,523
13,1,4,3,555,797,704,946,552,705,795,947,795,705
13,1,4,4,735,797,884,946,732,885,795,947,795,885
13,1,4,5,916,797,1065,946,913,1066,795,947,795,1066
13,1,4,6,1096,797,1245,946,1093,1246,795,947,795,1246
13,1,4,7,1277,797,1426,946,1275,1427,795,947,795,1427
13,1,4,8,1457,797,1606,946,1454,1607,795,947,795,1607
13,1,4,9,1638,797,1787,946,1636,1788,795,947,795,1788
13,2,0,0,12,72,161,221,10,162,70,223,70,162
13,2,0,1,193,72,342,221,191,343,70,223,70,343
13,2,0,2,373,72,522,221,371,523,70,223,70,523
13,2,0,3,555,72,704,221,552,705,70,223,70,705
13,2,0,4,735,72,884,221,732,885,70,223,70,885
13,2,0,5,916,72,1065,221,913,1066,70,223,70,1066
13,2,0,6,1096,72,1245,221,1093,1246,70,223,70,1246
13,2,0,7,1277,72,1426,221,1275,1427,70,223,70,1427
13,2,0,8,1457,72,1606,221,1454,1607,70,223,70,1607
13,2,0,9,1638,72,1787,221,1636,1788,70,223,70,1788
13,2,1,0,12,254,161,403,10,162,252,405,252,162
13,2,1,1,193,254,342,403,191,343,252,405,252,343
13,2,1,2,373,254,522,403,371,523,252,405,252,523
13,2,1,3,555,254,704,403,552,705,252,405,252,705
13,2,1,4,735,254,884,403,732,885,252,405,252,885
13,2,1,5,916,254,1065,403,913,1066,252,405,252,1066
13,2,1,6,1096,254,1245,403,1093,1246,252,405,252,1246
13,2,1,7,1277,254,1426,403,1275,1427,252,405,252,1427
13,2,1,8,1457,254,1606,403,1454,1607,252,405,252,1607
13,2,1,9,1638,254,1787,403,1636,1788,252,405,252,1788
13,2,2,0,12,435,161,584,10,162,433,585,433,162
13,2,2,1,193,435,342,584,191,343,433,585,433,343
13,2,2,2,373,435,522,584,371,523,433,585,433,523
13,2,2,3,555,435,704,584,552,705,433,585,433,705
13,2,2,4,735,435,884,584,732,885,433,585,433,885
13,2,2,5,916,435,1065,584,913,1066,433,585,433,1066
13,2,2,6,1096,435,1245,584,1093,1246,433,585,433,1246
13,2,2,7,1277,435,1426,584,1275,1427,433,585,433,1427
13,2,2,8,1457,435,1606,584,1455,1607,433,585,433,1607
13,2,2,9,1638,435,1787,584,1636,1788,433,585,433,1788
13,2,3,0,12,616,161,765,10,162,614,767,614,162
13,2,3,1,193,616,342,765,191,343,614,767,614,343
13,2,3,2,373,616,522,765,371,523,614,767,614,523
13,2,3,3,555,616,704,765,552,705,614,767,614,705
13,2,3,4,735,616,884,765,732,885,614,767,614,885
13,2,3,5,916,616,1065,765,913,1066,614,767,614,1066
13,2,3,6,1096,616,1245,765,1093,1246,614,767,614,1246
13,2,3,7,1277,616,1426,765,1274,1427,614,767,614,1427
13,2,3,8,1457,616,1606,765,1454,1607,614,767,614,1607
13,2,3,9,1638,616,1787,765,1636,1788,614,767,614,1788
13,2,4,0,12,798,161,947,10,162,795,948,796,162
13,2,4,1,193,798,342,947,191,343,795,948,796,343
13,2,4,2,373,798,522,947,371,523,795,948,796,523
13,2,4,3,555,798,704,947,552,705,795,948,796,705
13,2,4,4,735,798,884,947,732,885,795,948,796,885
13,2,4,5,916,798,1065,947,913,1066,795,948,796,1066
13,2,4,6,1096,798,1245,947,1093,1246,795,948,796,1246
13,2,4,7,1277,798,1426,947,1275,1427,795,948,796,1427
13,2,4,8,1457,798,1606,947,1454,1607,795,948,796,1607
13,2,4,9,1638,798,1787,947,1636,1788,795,948,796,1788
14,1,0,0,14,67,163,216,13,164,65,215,65,164
14,1,0,1,194,67,343,216,195,344,65,215,65,344
14,1,0,2,373,67,522,216,372,523,65,215,65,523
14,1,0,3,553,67,702,216,552,703,65,215,65,703
14,1,0,4,732,67,881,216,731,882,65,215,65,882
14,1,0,5,912,67,1061,216,911,1062,65,215,65,1062
14,1,0,6,1091,67,1240,216,1090,1241,65,215,65,1241
14,1,0,7,1271,67,1420,216,1270,1419,65,215,65,1421
14,1,0,8,1450,67,1599,216,1449,1600,65,215,65,1600
14,1,0,9,1630,67,1779,216,1629,1778,65,215,65,1780
14,1,1,0,14,246,163,395,13,164,244,396,244,164
14,1,1,1,194,246,343,395,192,344,244,396,244,344
14,1,1,2,373,246,522,395,372,523,244,396,244,523
14,1,1,3,553,246,702,395,552,703,244,396,244,703
14,1,1,4,732,246,881,395,731,882,244,396,244,882
14,1,1,5,912,246,1061,395,911,1062,244,396,244,1062
14,1,1,6,1091,246,1240,395,1090,1241,244,396,244,1241
14,1,1,7,1271,246,1420,395,1270,1421,244,396,244,1421
14,1,1,8,1450,246,1599,395,1449,1600,244,396,244,1600
14,1,1,9,1630,246,1779,395,1629,1780,244,396,244,1780
14,1,2,0,14,427,163,576,13,164,424,576,425,164
14,1,2,1,194,427,343,576,193,344,424,576,425,344
14,1,2,2,373,427,522,576,372,523,424,576,425,523
14,1,2,3,553,427,702,576,552,703,424,576,425,703
14,1,2,4,732,427,881,576,731,882,424,576,425,882
14,1,2,5,912,427,1061,576,911,1062,424,576,425,1062
14,1,2,6,1091,427,1240,576,1090,1241,424,576,425,1241
14,1,2,7,1271,427,1420,576,1270,1421,424,576,425,1421
14,1,2,8,1450,427,1599,576,1449,1600,424,576,425,1600
14,1,2,9,1630,427,1779,576,1629,1780,424,576,425,1780
14,1,3,0,14,607,163,756,13,164,605,757,605,164
14,1,3,1,194,607,343,756,193,344,605,757,605,344
14,1,3,2,373,607,522,756,372,523,605,757,605,523
14,1,3,3,553,607,702,756,552,703,605,757,605,703
14,1,3,4,732,607,881,756,731,882,605,757,605,882
14,1,3,5,912,607,1061,756,911,1062,605,757,605,1062
14,1,3,6,1091,607,1240,756,1090,1241,605,757,605,1241
14,1,3,7,1271,607,1420,756,1270,1421,605,757,605,1421
14,1,3,8,1450,607,1599,756,1449,1600,605,757,605,1600
14,1,3,9,1630,607,1779,756,1629,1780,605,757,605,1780
14,1,4,0,14,787,163,936,13,164,785,936,785,164
14,1,4,1,194,787,343,936,192,344,785,936,785,344
14,1,4,2,373,787,522,936,372,523,785,936,785,523
14,1,4,3,553,787,702,936,552,703,785,936,785,703
14,1,4,4,732,787,881,936,731,882,785,936,785,882
14,1,4,5,912,787,1061,936,911,1062,785,936,785,1062
14,1,4,6,1091,787,1240,936,1090,1241,785,936,785,1241
14,1,4,7,1271,787,1420,936,1270,1421,785,936,785,1421
14,1,4,8,1450,787,1599,936,1449,1600,785,936,785,1600
14,1,4,9,1630,787,1779,936,1629,1780,785,936,785,1780
14,2,0,0,14,66,163,215,13,164,64,215,64,164
14,2,0,1,194,66,343,215,193,344,64,215,64,344
14,2,0,2,373,66,522,215,372,523,64,215,64,523
14,2,0,3,548,66,697,215,547,698,64,215,64,698
14,2,0,4,732,66,881,215,731,882,64,215,64,882
14,2,0,5,912,66,1061,215,911,1062,64,215,64,1062
14,2,0,6,1091,66,1240,215,1090,1241,64,215,64,1241
14,2,0,7,1271,66,1420,215,1270,1421,64,215,64,1421
14,2,0,8,1450,66,1599,215,1449,1600,64,215,64,1600
14,2,0,9,1630,66,1779,215,1629,1780,64,215,64,1780
14,2,1,0,14,247,163,396,13,164,244,396,245,164
14,2,1,1,194,246,343,395,193,344,244,396,244,344
14,2,1,2,373,247,522,396,372,523,244,396,245,523
14,2,1,3,553,247,702,396,552,703,244,396,245,703
14,2,1,4,732,247,881,396,731,882,244,396,245,882
14,2,1,5,912,246,1061,395,911,1062,244,396,244,1062
14,2,1,6,1091,247,1240,396,1090,1241,244,396,245,1241
14,2,1,7,1271,247,1420,396,1270,1421,244,396,245,1421
14,2,1,8,1450,246,1599,395,1449,1600,244,396,244,1600
14,2,1,9,1630,246,1779,395,1629,1780,244,396,244,1780
14,2,2,0,14,426,163,575,13,164,424,576,424,164
14,2,2,1,194,426,343,575,193,344,424,576,424,344
14,2,2,2,373,426,522,575,372,523,424,576,424,523
14,2,2,3,553,426,702,575,552,703,424,576,424,703
14,2,2,4,732,426,881,575,731,882,424,576,424,882
14,2,2,5,912,426,1061,575,911,1062,424,576,424,1062
14,2,2,6,1091,426,1240,575,1090,1241,424,576,424,1241
14,2,2,7,1271,426,1420,575,1270,1421,424,576,424,1421
14,2,2,8,1450,426,1599,575,1449,1600,424,576,424,1600
14,2,2,9,1630,426,1779,575,1629,1780,424,576,424,1780
14,2,3,0,14,607,163,756,13,164,605,756,605,164
14,2,3,1,194,607,343,756,192,344,605,756,605,344
14,2,3,2,373,607,522,756,372,523,605,756,605,523
14,2,3,3,553,607,702,756,552,703,605,756,605,703
14,2,3,4,732,607,881,756,731,882,605,756,605,882
14,2,3,5,912,607,1061,756,911,1062,605,756,605,1062
14,2,3,6,1091,607,1240,756,1090,1241,605,756,605,1241
14,2,3,7,1271,607,1420,756,1270,1421,605,756,605,1421
14,2,3,8,1450,607,1599,756,1449,1600,605,756,605,1600
14,2,3,9,1630,607,1779,756,1629,1780,605,756,605,1780
14,2,4,0,14,786,163,935,13,164,784,936,784,164
14,2,4,1,194,786,343,935,192,344,784,936,784,344
14,2,4,2,373,786,522,935,372,523,784,936,784,523
14,2,4,3,553,786,702,935,552,703,784,936,784,703
14,2,4,4,732,786,881,935,731,882,784,936,784,882
14,2,4,5,912,786,1061,935,911,1062,784,936,784,1062
14,2,4,6,1091,786,1240,935,1090,1241,784,936,784,1241
14,2,4,7,1271,786,1420,935,1270,1421,784,936,784,1421
14,2,4,8,1450,786,1599,935,1449,1600,784,936,784,1600
14,2,4,9,1630,786,1779,935,1629,1780,784,936,784,1780
15,1,0,0,14,81,163,230,12,164,79,231,79,164
15,1,0,1,195,81,344,230,193,345,79,231,79,345
15,1,0,2,374,81,523,230,372,524,79,231,79,524
15,1,0,3,554,81,703,230,553,705,79,231,79,704
15,1,0,4,734,81,883,230,732,884,79,231,79,884
15,1,0,5,914,81,1063,230,912,1064,79,231,79,1064
15,1,0,6,1093,81,1242,230,1092,1243,79,231,79,1243
15,1,0,7,1274,81,1423,230,1272,1424,79,231,79,1424
15,1,0,8,1453,81,1602,230,1451,1603,79,231,79,1603
15,1,0,9,1634,81,1783,230,1632,1784,79,231,79,1784
15,1,1,0,14,261,163,410,12,164,259,411,259,164
15,1,1,1,195,261,344,410,193,345,259,411,259,345
15,1,1,2,374,261,523,410,372,524,259,411,259,524
15,1,1,3,554,261,703,410,553,705,259,411,259,704
15,1,1,4,734,261,883,410,732,884,259,411,259,884
15,1,1,5,914,261,1063,410,912,1064,259,411,259,1064
15,1,1,6,1093,261,1242,410,1091,1243,259,411,259,1243
15,1,1,7,1274,261,1423,410,1272,1424,259,411,259,1424
15,1,1,8,1453,261,1602,410,1451,1603,259,411,259,1603
15,1,1,9,1634,261,1783,410,1632,1784,259,411,259,1784
15,1,2,0,14,442,163,591,12,164,440,592,440,164
15,1,2,1,195,442,344,591,193,345,440,592,440,345
15,1,2,2,374,442,523,591,372,524,440,592,440,524
15,1,2,3,554,442,703,591,552,705,440,592,440,704
15,1,2,4,734,442,883,591,732,884,440,592,440,884
15,1,2,5,914,442,1063,591,912,1064,440,592,440,1064
15,1,2,6,1093,442,1242,591,1092,1243,440,592,440,1243
15,1,2,7,1274,442,1423,591,1272,1424,440,592,440,1424
15,1,2,8,1453,442,1602,591,1451,1603,440,592,440,1603
15,1,2,9,1634,442,1783,591,1632,1784,440,592,440,1784
15,1,3,0,14,623,163,772,12,164,620,773,621,164
15,1,3,1,199,623,348,772,198,349,620,773,621,349
15,1,3,2,374,622,523,771,372,524,620,773,620,524
15,1,3,3,554,622,703,771,553,705,620,773,620,704
15,1,3,4,734,622,883,771,732,884,620,773,620,884
15,1,3,5,914,623,1063,772,912,1064,620,773,621,1064
15,1,3,6,1093,622,1242,771,1092,1244,620,773,620,1243
15,1,3,7,1274,622,1423,771,1272,1424,620,773,620,1424
15,1,3,8,1453,622,1602,771,1451,1603,620,773,620,1603
15,1,3,9,1634,623,1783,772,1632,1784,620,773,621,1784
15,1,4,0,14,803,163,952,12,164,801,953,801,164
15,1,4,1,195,803,344,952,193,345,801,953,801,345
15,1,4,2,374,803,523,952,372,524,801,953,801,524
15,1,4,3,554,803,703,952,552,705,801,953,801,704
15,1,4,4,734,803,883,952,732,884,801,953,801,884
15,1,4,5,914,803,1063,952,912,1064,801,953,801,1064
15,1,4,6,1093,803,1242,952,1091,1243,801,953,801,1243
15,1,4,7,1274,803,1423,952,1272,1424,801,953,801,1424
15,1,4,8,1453,803,1602,952,1451,1603,801,953,801,1603
15,1,4,9,1629,803,1778,952,1627,1779,801,953,801,1779
15,2,0,0,14,80,163,229,12,164,78,230,78,164
15,2,0,1,195,80,344,229,193,345,78,230,78,345
15,2,0,2,374,80,523,229,372,524,78,230,78,524
15,2,0,3,554,81,703,230,553,705,78,230,79,704
15,2,0,4,734,80,883,229,732,884,78,230,78,884
15,2,0,5,914,80,1063,229,912,1064,78,230,78,1064
15,2,0,6,1093,80,1242,229,1092,1243,78,230,78,1243
15,2,0,7,1274,80,1423,229,1272,1424,78,230,78,1424
15,2,0,8,1453,80,1602,229,1451,1603,78,230,78,1603
15,2,0,9,1634,80,1783,229,1632,1784,78,230,78,1784
15,2,1,0,14,262,163,411,12,164,260,412,260,164
15,2,1,1,195,262,344,411,193,345,260,412,260,345
15,2,1,2,374,262,523,411,372,524,260,412,260,524
15,2,1,3,554,262,703,411,553,705,260,412,260,704
15,2,1,4,734,262,883,411,732,884,260,412,260,884
15,2,1,5,914,262,1063,411,912,1064,260,412,260,1064
15,2,1,6,1093,262,1242,411,1092,1243,260,412,260,1243
15,2,1,7,1274,262,1423,411,1272,1424,260,412,260,1424
15,2,1,8,1453,262,1602,411,1451,1603,260,412,260,1603
15,2,1,9,1634,262,1783,411,1632,1784,260,412,260,1784
15,2,2,0,14,441,163,590,12,164,439,592,439,164
15,2,2,1,195,442,344,591,193,345,439,592,440,345
15,2,2,2,374,441,523,590,372,524,439,592,439,524
15,2,2,3,554,442,703,591,553,705,439,592,440,704
15,2,2,4,734,442,883,591,732,884,439,592,440,884
15,2,2,5,914,441,1063,590,912,1064,439,592,439,1064
15,2,2,6,1093,441,1242,590,1092,1243,439,592,439,1243
15,2,2,7,1274,442,1423,591,1272,1424,439,592,440,1424
15,2,2,8,1453,441,1602,590,1451,1603,439,592,439,1603
15,2,2,9,1634,441,1783,590,1632,1784,439,592,439,1784
15,2,3,0,14,622,163,771,12,164,620,772,620,164
15,2,3,1,195,622,344,771,193,345,620,772,620,345
15,2,3,2,374,622,523,771,372,524,620,772,620,524
15,2,3,3,554,622,703,771,552,705,620,772,620,704
15,2,3,4,734,622,883,771,732,884,620,772,620,884
15,2,3,5,915,622,1064,771,913,1065,620,772,620,1065
15,2,3,6,1093,622,1242,771,1092,1243,620,772,620,1243
